"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"2018"	"2018"	"Pennsylvania"	"42"	"Female"	"F"	317	6532400	4.85	3.47	0.36%
	"2018"	"2018"	"Pennsylvania"	"42"	"Male"	"M"	461	6274660	7.35	5.96	0.52%
	"2018"	"2018"	"Rhode Island"	"44"	"Female"	"F"	21	542983	3.87	2.89	0.02%
	"2018"	"2018"	"Rhode Island"	"44"	"Male"	"M"	37	514332	7.19	6.13	0.04%
	"2018"	"2018"	"South Carolina"	"45"	"Female"	"F"	132	2620801	5.04	3.75	0.15%
	"2018"	"2018"	"South Carolina"	"45"	"Male"	"M"	174	2463326	7.06	5.92	0.20%
	"2018"	"2018"	"South Dakota"	"46"	"Female"	"F"	12	436704	Unreliable	Unreliable	0.01%
	"2018"	"2018"	"South Dakota"	"46"	"Male"	"M"	37	445531	8.30	7.74	0.04%
	"2018"	"2018"	"Tennessee"	"47"	"Female"	"F"	187	3467086	5.39	4.31	0.21%
	"2018"	"2018"	"Tennessee"	"47"	"Male"	"M"	197	3302924	5.96	5.34	0.22%
	"2018"	"2018"	"Texas"	"48"	"Female"	"F"	541	14441739	3.75	3.46	0.61%
	"2018"	"2018"	"Texas"	"48"	"Male"	"M"	668	14260106	4.68	4.87	0.76%
	"2018"	"2018"	"Utah"	"49"	"Female"	"F"	60	1568962	3.82	4.10	0.07%
	"2018"	"2018"	"Utah"	"49"	"Male"	"M"	71	1592143	4.46	5.07	0.08%
	"2018"	"2018"	"Vermont"	"50"	"Female"	"F"	16	317047	Unreliable	Unreliable	0.02%
	"2018"	"2018"	"Vermont"	"50"	"Male"	"M"	26	309252	8.41	6.35	0.03%
	"2018"	"2018"	"Virginia"	"51"	"Female"	"F"	207	4327037	4.78	3.78	0.23%
	"2018"	"2018"	"Virginia"	"51"	"Male"	"M"	238	4190648	5.68	5.22	0.27%
	"2018"	"2018"	"Washington"	"53"	"Female"	"F"	182	3765680	4.83	3.94	0.21%
	"2018"	"2018"	"Washington"	"53"	"Male"	"M"	251	3769911	6.66	6.14	0.28%
	"2018"	"2018"	"West Virginia"	"54"	"Female"	"F"	45	911492	4.94	3.15	0.05%
	"2018"	"2018"	"West Virginia"	"54"	"Male"	"M"	66	894340	7.38	5.70	0.07%
	"2018"	"2018"	"Wisconsin"	"55"	"Female"	"F"	139	2921295	4.76	3.54	0.16%
	"2018"	"2018"	"Wisconsin"	"55"	"Male"	"M"	216	2892273	7.47	6.42	0.24%
	"2018"	"2018"	"Wyoming"	"56"	"Female"	"F"	14	283203	Unreliable	Unreliable	0.02%
	"2018"	"2018"	"Wyoming"	"56"	"Male"	"M"	21	294534	7.13	6.69	0.02%
	"2019"	"2019"	"Alabama"	"01"	"Female"	"F"	138	2533668	5.45	4.10	0.16%
	"2019"	"2019"	"Alabama"	"01"	"Male"	"M"	171	2369517	7.22	5.90	0.19%
	"2019"	"2019"	"Alaska"	"02"	"Male"	"M"	19	381418	Unreliable	Unreliable	0.02%
	"2019"	"2019"	"Arizona"	"04"	"Female"	"F"	159	3661420	4.34	3.34	0.18%
	"2019"	"2019"	"Arizona"	"04"	"Male"	"M"	221	3617297	6.11	5.13	0.25%
	"2019"	"2019"	"Arkansas"	"05"	"Female"	"F"	73	1536188	4.75	3.50	0.08%
	"2019"	"2019"	"Arkansas"	"05"	"Male"	"M"	107	1481616	7.22	6.29	0.12%
	"2019"	"2019"	"California"	"06"	"Female"	"F"	833	19867369	4.19	3.49	0.94%
	"2019"	"2019"	"California"	"06"	"Male"	"M"	1076	19644854	5.48	5.09	1.22%
	"2019"	"2019"	"Colorado"	"08"	"Female"	"F"	139	2857388	4.86	4.04	0.16%
	"2019"	"2019"	"Colorado"	"08"	"Male"	"M"	157	2901348	5.41	5.11	0.18%
	"2019"	"2019"	"Connecticut"	"09"	"Female"	"F"	92	1825870	5.04	3.64	0.10%
	"2019"	"2019"	"Connecticut"	"09"	"Male"	"M"	108	1739417	6.21	5.06	0.12%
	"2019"	"2019"	"Delaware"	"10"	"Female"	"F"	16	502971	Unreliable	Unreliable	0.02%
	"2019"	"2019"	"Delaware"	"10"	"Male"	"M"	29	470793	6.16	5.15	0.03%
	"2019"	"2019"	"District of Columbia"	"11"	"Female"	"F"	13	371038	Unreliable	Unreliable	0.01%
	"2019"	"2019"	"District of Columbia"	"11"	"Male"	"M"	18	334711	Unreliable	Unreliable	0.02%
	"2019"	"2019"	"Florida"	"12"	"Female"	"F"	522	10980681	4.75	3.21	0.59%
	"2019"	"2019"	"Florida"	"12"	"Male"	"M"	732	10497056	6.97	5.18	0.83%
	"2019"	"2019"	"Georgia"	"13"	"Female"	"F"	235	5456999	4.31	3.66	0.27%
	"2019"	"2019"	"Georgia"	"13"	"Male"	"M"	253	5160424	4.90	4.69	0.29%
	"2019"	"2019"	"Hawaii"	"15"	"Female"	"F"	20	707832	2.83	2.11	0.02%
	"2019"	"2019"	"Hawaii"	"15"	"Male"	"M"	24	708040	3.39	3.00	0.03%
	"2019"	"2019"	"Idaho"	"16"	"Female"	"F"	46	891137	5.16	4.49	0.05%
	"2019"	"2019"	"Idaho"	"16"	"Male"	"M"	71	895928	7.92	7.02	0.08%
	"2019"	"2019"	"Illinois"	"17"	"Female"	"F"	244	6445263	3.79	2.98	0.28%
	"2019"	"2019"	"Illinois"	"17"	"Male"	"M"	372	6226558	5.97	5.42	0.42%
	"2019"	"2019"	"Indiana"	"18"	"Female"	"F"	155	3411859	4.54	3.68	0.18%
	"2019"	"2019"	"Indiana"	"18"	"Male"	"M"	196	3320360	5.90	5.18	0.22%
	"2019"	"2019"	"Iowa"	"19"	"Female"	"F"	82	1583995	5.18	4.17	0.09%
	"2019"	"2019"	"Iowa"	"19"	"Male"	"M"	117	1571075	7.45	6.22	0.13%
	"2019"	"2019"	"Kansas"	"20"	"Female"	"F"	69	1461617	4.72	3.76	0.08%
	"2019"	"2019"	"Kansas"	"20"	"Male"	"M"	104	1451697	7.16	6.55	0.12%
	"2019"	"2019"	"Kentucky"	"21"	"Female"	"F"	106	2266644	4.68	3.67	0.12%
	"2019"	"2019"	"Kentucky"	"21"	"Male"	"M"	138	2201029	6.27	5.31	0.16%
	"2019"	"2019"	"Louisiana"	"22"	"Female"	"F"	83	2381744	3.48	2.79	0.09%
	"2019"	"2019"	"Louisiana"	"22"	"Male"	"M"	151	2267050	6.66	5.98	0.17%
	"2019"	"2019"	"Maine"	"23"	"Female"	"F"	43	686100	6.27	4.53	0.05%
	"2019"	"2019"	"Maine"	"23"	"Male"	"M"	54	658112	8.21	6.31	0.06%
	"2019"	"2019"	"Maryland"	"24"	"Female"	"F"	118	3116815	3.79	2.87	0.13%
	"2019"	"2019"	"Maryland"	"24"	"Male"	"M"	152	2928865	5.19	4.70	0.17%
	"2019"	"2019"	"Massachusetts"	"25"	"Female"	"F"	163	3546935	4.60	3.49	0.18%
	"2019"	"2019"	"Massachusetts"	"25"	"Male"	"M"	254	3345568	7.59	6.65	0.29%
	"2019"	"2019"	"Michigan"	"26"	"Female"	"F"	288	5068329	5.68	4.22	0.33%
	"2019"	"2019"	"Michigan"	"26"	"Male"	"M"	317	4918528	6.45	5.53	0.36%
	"2019"	"2019"	"Minnesota"	"27"	"Female"	"F"	126	2829821	4.45	3.61	0.14%
	"2019"	"2019"	"Minnesota"	"27"	"Male"	"M"	175	2809811	6.23	5.49	0.20%
	"2019"	"2019"	"Mississippi"	"28"	"Female"	"F"	104	1533857	6.78	5.47	0.12%
	"2019"	"2019"	"Mississippi"	"28"	"Male"	"M"	97	1442292	6.73	5.69	0.11%
	"2019"	"2019"	"Missouri"	"29"	"Female"	"F"	150	3124766	4.80	3.57	0.17%
	"2019"	"2019"	"Missouri"	"29"	"Male"	"M"	199	3012662	6.61	5.58	0.23%
	"2019"	"2019"	"Montana"	"30"	"Female"	"F"	34	530712	6.41	4.20	0.04%
	"2019"	"2019"	"Montana"	"30"	"Male"	"M"	33	538066	6.13	4.73	0.04%
	"2019"	"2019"	"Nebraska"	"31"	"Female"	"F"	60	967959	6.20	5.07	0.07%
	"2019"	"2019"	"Nebraska"	"31"	"Male"	"M"	57	966449	5.90	5.31	0.06%
	"2019"	"2019"	"Nevada"	"32"	"Female"	"F"	50	1535329	3.26	2.68	0.06%
	"2019"	"2019"	"Nevada"	"32"	"Male"	"M"	78	1544827	5.05	4.71	0.09%
	"2019"	"2019"	"New Hampshire"	"33"	"Female"	"F"	42	685918	6.12	4.16	0.05%
	"2019"	"2019"	"New Hampshire"	"33"	"Male"	"M"	52	673793	7.72	5.80	0.06%
	"2019"	"2019"	"New Jersey"	"34"	"Female"	"F"	213	4541603	4.69	3.53	0.24%
	"2019"	"2019"	"New Jersey"	"34"	"Male"	"M"	268	4340587	6.17	5.36	0.30%
	"2019"	"2019"	"New Mexico"	"35"	"Female"	"F"	47	1059397	4.44	3.04	0.05%
	"2019"	"2019"	"New Mexico"	"35"	"Male"	"M"	70	1037432	6.75	5.56	0.08%
	"2019"	"2019"	"New York"	"36"	"Female"	"F"	395	10005715	3.95	2.97	0.45%
	"2019"	"2019"	"New York"	"36"	"Male"	"M"	498	9447846	5.27	4.57	0.56%
	"2019"	"2019"	"North Carolina"	"37"	"Female"	"F"	211	5387820	3.92	2.97	0.24%
	"2019"	"2019"	"North Carolina"	"37"	"Male"	"M"	293	5100264	5.74	4.96	0.33%
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	15	372030	Unreliable	Unreliable	0.02%
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	25	390032	6.41	6.07	0.03%
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	295	5958538	4.95	3.73	0.33%
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	379	5730562	6.61	5.61	0.43%
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	102	1996313	5.11	4.15	0.12%
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	118	1960658	6.02	5.42	0.13%
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	95	2127010	4.47	3.31	0.11%
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	142	2090727	6.79	5.45	0.16%
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	306	6527628	4.69	3.35	0.35%
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	430	6274361	6.85	5.68	0.49%
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	32	543686	5.89	4.29	0.04%
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	43	515675	8.34	6.95	0.05%
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	135	2655575	5.08	3.72	0.15%
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	165	2493139	6.62	5.46	0.19%
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	23	437902	5.25	3.45	0.03%
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	38	446757	8.51	8.17	0.04%
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	172	3496935	4.92	3.91	0.20%
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	229	3332239	6.87	6.02	0.26%
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	527	14593179	3.61	3.26	0.60%
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	693	14402702	4.81	5.03	0.79%
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	62	1591041	3.90	4.03	0.07%
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	79	1614917	4.89	5.60	0.09%
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	18	315673	Unreliable	Unreliable	0.02%
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	27	308316	8.76	6.95	0.03%
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	163	4335262	3.76	2.97	0.18%
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	241	4200257	5.74	5.23	0.27%
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	206	3802910	5.42	4.37	0.23%
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	255	3811983	6.69	6.14	0.29%
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	47	904377	5.20	3.59	0.05%
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	68	887770	7.66	5.52	0.08%
	"2019"	"2019"	"Wisconsin"	"55"	"Female"	"F"	150	2925225	5.13	4.04	0.17%
	"2019"	"2019"	"Wisconsin"	"55"	"Male"	"M"	188	2897209	6.49	5.47	0.21%
	"2019"	"2019"	"Wyoming"	"56"	"Male"	"M"	22	294730	7.46	5.95	0.02%
	"2020"	"2020"	"Alabama"	"01"	"Female"	"F"	148	2544566	5.82	4.22	0.17%
	"2020"	"2020"	"Alabama"	"01"	"Male"	"M"	167	2376966	7.03	5.89	0.19%
	"2020"	"2020"	"Alaska"	"02"	"Male"	"M"	23	381537	6.03	5.87	0.03%
	"2020"	"2020"	"Arizona"	"04"	"Female"	"F"	163	3735475	4.36	3.26	0.18%
	"2020"	"2020"	"Arizona"	"04"	"Male"	"M"	229	3685926	6.21	5.22	0.26%
	"2020"	"2020"	"Arkansas"	"05"	"Female"	"F"	88	1543666	5.70	4.34	0.10%
	"2020"	"2020"	"Arkansas"	"05"	"Male"	"M"	113	1486856	7.60	6.23	0.13%
	"2020"	"2020"	"California"	"06"	"Female"	"F"	894	19790589	4.52	3.66	1.01%
	"2020"	"2020"	"California"	"06"	"Male"	"M"	1200	19577489	6.13	5.77	1.36%
	"2020"	"2020"	"Colorado"	"08"	"Female"	"F"	107	2881832	3.71	3.01	0.12%
	"2020"	"2020"	"Colorado"	"08"	"Male"	"M"	166	2925887	5.67	5.20	0.19%
	"2020"	"2020"	"Connecticut"	"09"	"Female"	"F"	97	1822086	5.32	3.60	0.11%
	"2020"	"2020"	"Connecticut"	"09"	"Male"	"M"	143	1734920	8.24	6.62	0.16%
	"2020"	"2020"	"Delaware"	"10"	"Female"	"F"	29	510069	5.69	4.14	0.03%
	"2020"	"2020"	"Delaware"	"10"	"Male"	"M"	23	476740	4.82	4.11	0.03%
	"2020"	"2020"	"Florida"	"12"	"Female"	"F"	605	11113132	5.44	3.57	0.69%
	"2020"	"2020"	"Florida"	"12"	"Male"	"M"	763	10620180	7.18	5.35	0.87%
	"2020"	"2020"	"Georgia"	"13"	"Female"	"F"	217	5508468	3.94	3.29	0.25%
	"2020"	"2020"	"Georgia"	"13"	"Male"	"M"	312	5201549	6.00	5.76	0.35%
	"2020"	"2020"	"Hawaii"	"15"	"Female"	"F"	22	702640	3.13	2.23	0.02%
	"2020"	"2020"	"Hawaii"	"15"	"Male"	"M"	28	704366	3.98	3.27	0.03%
	"2020"	"2020"	"Idaho"	"16"	"Female"	"F"	52	910789	5.71	4.47	0.06%
	"2020"	"2020"	"Idaho"	"16"	"Male"	"M"	46	916124	5.02	4.24	0.05%
	"2020"	"2020"	"Illinois"	"17"	"Female"	"F"	295	6402224	4.61	3.54	0.33%
	"2020"	"2020"	"Illinois"	"17"	"Male"	"M"	365	6185306	5.90	5.28	0.41%
	"2020"	"2020"	"Indiana"	"18"	"Female"	"F"	178	3422994	5.20	4.13	0.20%
	"2020"	"2020"	"Indiana"	"18"	"Male"	"M"	190	3331959	5.70	4.97	0.22%
	"2020"	"2020"	"Iowa"	"19"	"Female"	"F"	80	1587866	5.04	4.04	0.09%
	"2020"	"2020"	"Iowa"	"19"	"Male"	"M"	99	1575695	6.28	5.07	0.11%
	"2020"	"2020"	"Kansas"	"20"	"Female"	"F"	73	1462265	4.99	4.11	0.08%
	"2020"	"2020"	"Kansas"	"20"	"Male"	"M"	106	1451540	7.30	6.35	0.12%
	"2020"	"2020"	"Kentucky"	"21"	"Female"	"F"	116	2271906	5.11	3.88	0.13%
	"2020"	"2020"	"Kentucky"	"21"	"Male"	"M"	151	2205345	6.85	5.74	0.17%
	"2020"	"2020"	"Louisiana"	"22"	"Female"	"F"	106	2381158	4.45	3.47	0.12%
	"2020"	"2020"	"Louisiana"	"22"	"Male"	"M"	128	2264160	5.65	4.94	0.15%
	"2020"	"2020"	"Maine"	"23"	"Female"	"F"	38	688840	5.52	3.26	0.04%
	"2020"	"2020"	"Maine"	"23"	"Male"	"M"	71	661301	10.74	7.84	0.08%
	"2020"	"2020"	"Maryland"	"24"	"Female"	"F"	136	3123228	4.35	3.46	0.15%
	"2020"	"2020"	"Maryland"	"24"	"Male"	"M"	177	2932574	6.04	5.18	0.20%
	"2020"	"2020"	"Massachusetts"	"25"	"Female"	"F"	170	3546542	4.79	3.30	0.19%
	"2020"	"2020"	"Massachusetts"	"25"	"Male"	"M"	240	3347032	7.17	5.95	0.27%
	"2020"	"2020"	"Michigan"	"26"	"Female"	"F"	251	5058742	4.96	3.71	0.28%
	"2020"	"2020"	"Michigan"	"26"	"Male"	"M"	375	4907813	7.64	6.40	0.43%
	"2020"	"2020"	"Minnesota"	"27"	"Female"	"F"	125	2838748	4.40	3.53	0.14%
	"2020"	"2020"	"Minnesota"	"27"	"Male"	"M"	185	2818594	6.56	5.71	0.21%
	"2020"	"2020"	"Mississippi"	"28"	"Female"	"F"	80	1530971	5.23	4.24	0.09%
	"2020"	"2020"	"Mississippi"	"28"	"Male"	"M"	94	1435815	6.55	5.74	0.11%
	"2020"	"2020"	"Missouri"	"29"	"Female"	"F"	159	3133825	5.07	3.85	0.18%
	"2020"	"2020"	"Missouri"	"29"	"Male"	"M"	216	3017723	7.16	6.20	0.24%
	"2020"	"2020"	"Montana"	"30"	"Female"	"F"	32	536476	5.96	4.53	0.04%
	"2020"	"2020"	"Montana"	"30"	"Male"	"M"	39	544101	7.17	5.95	0.04%
	"2020"	"2020"	"Nebraska"	"31"	"Female"	"F"	57	969739	5.88	4.74	0.06%
	"2020"	"2020"	"Nebraska"	"31"	"Male"	"M"	68	967813	7.03	6.31	0.08%
	"2020"	"2020"	"Nevada"	"32"	"Female"	"F"	79	1565619	5.05	4.02	0.09%
	"2020"	"2020"	"Nevada"	"32"	"Male"	"M"	90	1572640	5.72	5.02	0.10%
	"2020"	"2020"	"New Hampshire"	"33"	"Female"	"F"	46	689281	6.67	4.51	0.05%
	"2020"	"2020"	"New Hampshire"	"33"	"Male"	"M"	65	676994	9.60	7.31	0.07%
	"2020"	"2020"	"New Jersey"	"34"	"Female"	"F"	210	4539322	4.63	3.36	0.24%
	"2020"	"2020"	"New Jersey"	"34"	"Male"	"M"	241	4343049	5.55	4.76	0.27%
	"2020"	"2020"	"New Mexico"	"35"	"Female"	"F"	42	1063860	3.95	2.86	0.05%
	"2020"	"2020"	"New Mexico"	"35"	"Male"	"M"	62	1042459	5.95	5.03	0.07%
	"2020"	"2020"	"New York"	"36"	"Female"	"F"	398	9946279	4.00	2.96	0.45%
	"2020"	"2020"	"New York"	"36"	"Male"	"M"	527	9390497	5.61	4.83	0.60%
	"2020"	"2020"	"North Carolina"	"37"	"Female"	"F"	233	5448241	4.28	3.30	0.26%
	"2020"	"2020"	"North Carolina"	"37"	"Male"	"M"	283	5152582	5.49	4.76	0.32%
	"2020"	"2020"	"North Dakota"	"38"	"Female"	"F"	19	373494	Unreliable	Unreliable	0.02%
	"2020"	"2020"	"North Dakota"	"38"	"Male"	"M"	17	391815	Unreliable	Unreliable	0.02%
	"2020"	"2020"	"Ohio"	"39"	"Female"	"F"	273	5960556	4.58	3.51	0.31%
	"2020"	"2020"	"Ohio"	"39"	"Male"	"M"	394	5732661	6.87	5.78	0.45%
	"2020"	"2020"	"Oklahoma"	"40"	"Female"	"F"	111	2009602	5.52	4.41	0.13%
	"2020"	"2020"	"Oklahoma"	"40"	"Male"	"M"	117	1971181	5.94	5.42	0.13%
	"2020"	"2020"	"Oregon"	"41"	"Female"	"F"	118	2139046	5.52	3.99	0.13%
	"2020"	"2020"	"Oregon"	"41"	"Male"	"M"	140	2102461	6.66	5.63	0.16%
